brand,name,gender,year,top_notes,heart_notes,base_notes,family,rating,imageUrl
Tom Ford,Oud Spirit 0146,WOMEN,2009,Grapefruit;Mandarin;Neroli,Dates;Geranium;Orange Blossom,Benzoin;Tonka Bean;Amber,Fresh Citrus,4.3,
Guerlain,Absolu Veil 0147,WOMEN,2002,Pink Pepper;Mint;Grapefruit,Cedar;Jasmine;Fig,Praline;Myrrh;Musk,Floral Musk,4.1,
Maison Francis Kurkdjian,Luminous Eau de Parfum 0148,UNISEX,1988,Ginger;Aldehydes;Fig Leaf,Rose;Cedar;Violet,Cedarwood;Vetiver;Incense,Aromatic Fougere,4.8,
Diptyque,Oud Signature 0149,UNISEX,1994,Mint;Saffron;Grapefruit,Cedar;Nutmeg;Iris,Vetiver;Cedarwood;Incense,Floral Musk,3.9,
Byredo,Intense Signature 0150,WOMEN,2015,Mint;Aldehydes;Fig Leaf,Orange Blossom;Patchouli;Nutmeg,Myrrh;Amber;Sandalwood,Woody Spicy,3.9,https://images.odora.it/perfumes/byredo-0150.jpg
Yves Saint Laurent,Silk Code 0151,UNISEX,1999,Apple;Lavender;Mandarin,Fig;Patchouli;Ylang Ylang,Oakmoss;Cedarwood;Leather,Green Aromatic,4.1,
Acqua di Parma,Oud Legend 0152,WOMEN,2007,Pear;Juniper Berries;Lavender,Patchouli;Nutmeg;Cedar,Myrrh;Vetiver;Incense,Floral Woody Musk,3.8,
Parfums de Marly,Saffron Eau de Parfum 0153,UNISEX,2019,Lemon;Saffron;Fig Leaf,Lavender;Jasmine;Cedar,Oakmoss;Oud;Cedarwood,Amber Gourmand,3.7,
Initio,Amber Reserve 0154,MEN,1992,Ginger;Mint;Pear,Lavender;Tuberose;Violet,Vanilla;Myrrh;Benzoin,Oriental Vanilla,3.7,
Mancera,Amber Eau de Parfum 0155,UNISEX,2014,Ginger;Neroli;Fig Leaf,Jasmine;Ylang Ylang;Tuberose,Vanilla;Vetiver;Labdanum,Floral Woody Musk,4.9,https://images.odora.it/perfumes/mancera-0155.jpg
Montale,Noir Code 0156,WOMEN,2006,Juniper Berries;Apple;Saffron,Lavender;Orange Blossom;Rose,Tonka Bean;Vanilla;Myrrh,Oriental Vanilla,3.9,
Nishane,Amber Reserve 0157,MEN,1995,Ginger;Grapefruit;Fig Leaf,Iris;Tuberose;Cedar,Leather;Vetiver;Cashmeran,Amber Gourmand,3.8,
Memo Paris,Zenith Parfum 0158,WOMEN,2015,Neroli;Mint;Fig Leaf,Nutmeg;Fig;Orange Blossom,Musk;Amber;Vanilla,Green Aromatic,4.8,
Frederic Malle,Luminous Legend 0159,WOMEN,2023,Grapefruit;Fig Leaf;Pink Pepper,Jasmine;Cedar;Fig,Vanilla;Cedarwood;Praline,Woody Amber,4.8,
Le Labo,Saffron Legend 0160,MEN,2022,Mandarin;Pear;Neroli,Nutmeg;Violet;Cinnamon,Oakmoss;Cashmeran;Benzoin,Amber Gourmand,3.6,https://images.odora.it/perfumes/le-labo-0160.jpg
Dior,Noir Spirit 0161,MEN,2013,Fig Leaf;Saffron;Mint,Orange Blossom;Jasmine;Rose,Cedarwood;Sandalwood;Oakmoss,Woody Spicy,4.1,
Chanel,Oud Elixir 0162,MEN,2001,Aldehydes;Neroli;Bergamot,Rose;Nutmeg;Coffee,Vanilla;Praline;Oakmoss,Floral Musk,3.6,
Xerjoff,Royal Elixir 0163,MEN,1996,Mandarin;Saffron;Pear,Cinnamon;Patchouli;Lavender,Benzoin;Amber;Oud,Woody Spicy,4.7,
Lattafa,Absolu Eau de Parfum 0164,MEN,2003,Bergamot;Grapefruit;Lemon,Ylang Ylang;Tuberose;Nutmeg,Cashmeran;Benzoin;Oakmoss,Oriental Vanilla,4.5,
Amouage,Saffron Reserve 0165,MEN,1995,Mint;Bergamot;Apple,Iris;Tuberose;Violet,Leather;Musk;Cashmeran,Citrus Aromatic,4.8,https://images.odora.it/perfumes/amouage-0165.jpg
Tom Ford,Oud Reserve 0166,MEN,2015,Bergamot;Cardamom;Pear,Dates;Tuberose;Ylang Ylang,Tonka Bean;Leather;Musk,Fresh Citrus,3.9,
Guerlain,Velvet Spirit 0167,WOMEN,1987,Bergamot;Lavender;Saffron,Jasmine;Lavender;Orange Blossom,Benzoin;Sandalwood;Cedarwood,Citrus Aromatic,4.2,
Maison Francis Kurkdjian,Noir Edition 0168,MEN,1997,Lemon;Neroli;Fig Leaf,Jasmine;Patchouli;Violet,Oakmoss;Benzoin;Praline,Floral Musk,4.9,
Diptyque,Opaline Bloom 0169,WOMEN,2002,Pink Pepper;Mandarin;Apple,Ylang Ylang;Fig;Iris,Praline;Benzoin;Labdanum,Floral Musk,4.0,
Byredo,Saffron Spirit 0170,WOMEN,2001,Saffron;Mint;Grapefruit,Lavender;Iris;Patchouli,Benzoin;Praline;Myrrh,Amber Gourmand,3.8,https://images.odora.it/perfumes/byredo-0170.jpg
Yves Saint Laurent,Aura Nectar 0171,MEN,2018,Neroli;Grapefruit;Fig Leaf,Nutmeg;Orange Blossom;Geranium,Praline;Amber;Vetiver,Floral Musk,3.6,
Acqua di Parma,Noir Reserve 0172,MEN,2020,Bergamot;Lavender;Fig Leaf,Coffee;Orange Blossom;Cedar,Myrrh;Benzoin;Vetiver,Amber Gourmand,4.3,
Parfums de Marly,Eclat Signature 0173,WOMEN,1989,Pear;Saffron;Grapefruit,Ylang Ylang;Jasmine;Rose,Praline;Myrrh;Vanilla,Floral Woody Musk,3.6,
Initio,Intense Elixir 0174,WOMEN,2016,Ginger;Neroli;Bergamot,Dates;Fig;Patchouli,Leather;Oakmoss;Praline,Woody Amber,4.8,
Mancera,Mystic Fusion 0175,WOMEN,1992,Juniper Berries;Aldehydes;Bergamot,Iris;Cedar;Nutmeg,Tonka Bean;Oud;Incense,Woody Spicy,4.1,https://images.odora.it/perfumes/mancera-0175.jpg
Montale,Intense Edition 0176,UNISEX,2016,Pink Pepper;Bergamot;Juniper Berries,Ylang Ylang;Fig;Jasmine,Benzoin;Cedarwood;Labdanum,Floral Musk,3.7,
Nishane,Royal Fusion 0177,MEN,1981,Apple;Neroli;Lavender,Ylang Ylang;Tuberose;Fig,Leather;Amber;Cashmeran,Fresh Citrus,3.9,
Memo Paris,Solar Signature 0178,UNISEX,1995,Cardamom;Mint;Lemon,Iris;Nutmeg;Fig,Oud;Cedarwood;Labdanum,Woody Spicy,4.3,
Frederic Malle,Intense Sillage 0179,UNISEX,2020,Aldehydes;Lavender;Lemon,Lavender;Cinnamon;Fig,Cedarwood;Vetiver;Praline,Woody Amber,4.1,
Le Labo,Midnight Legend 0180,UNISEX,2011,Grapefruit;Cardamom;Bergamot,Dates;Jasmine;Cinnamon,Cashmeran;Musk;Tonka Bean,Floral Woody Musk,3.7,https://images.odora.it/perfumes/le-labo-0180.jpg
Dior,Zenith Nectar 0181,WOMEN,2001,Pear;Cardamom;Grapefruit,Patchouli;Coffee;Iris,Cashmeran;Cedarwood;Praline,Oriental Vanilla,3.6,
Chanel,Saffron Pulse 0182,MEN,2018,Bergamot;Grapefruit;Mint,Cinnamon;Geranium;Iris,Praline;Myrrh;Oakmoss,Citrus Aromatic,4.1,
Xerjoff,Zenith Reserve 0183,UNISEX,1981,Pink Pepper;Saffron;Cardamom,Cedar;Geranium;Jasmine,Vanilla;Praline;Sandalwood,Fresh Citrus,3.9,
Lattafa,Noble Spirit 0184,WOMEN,1999,Juniper Berries;Pink Pepper;Lavender,Nutmeg;Jasmine;Cedar,Myrrh;Labdanum;Praline,Green Aromatic,3.6,
Amouage,Amber Pulse 0185,MEN,1992,Mandarin;Juniper Berries;Ginger,Jasmine;Coffee;Dates,Musk;Benzoin;Praline,Woody Spicy,4.8,https://images.odora.it/perfumes/amouage-0185.jpg
Tom Ford,Solar Elixir 0186,WOMEN,2022,Pink Pepper;Fig Leaf;Cardamom,Lavender;Violet;Cedar,Amber;Incense;Musk,Oriental Vanilla,4.1,
Guerlain,Luminous Spirit 0187,WOMEN,2023,Cardamom;Grapefruit;Apple,Iris;Dates;Lavender,Vanilla;Cashmeran;Benzoin,Citrus Aromatic,3.5,
Maison Francis Kurkdjian,Midnight Veil 0188,MEN,2016,Grapefruit;Ginger;Bergamot,Nutmeg;Tuberose;Cinnamon,Benzoin;Oakmoss;Vetiver,Oriental Vanilla,4.5,
Diptyque,Solar Pulse 0189,MEN,1989,Neroli;Aldehydes;Pear,Orange Blossom;Iris;Geranium,Cashmeran;Benzoin;Leather,Amber Gourmand,3.5,
Byredo,Noir Fusion 0190,WOMEN,2019,Cardamom;Grapefruit;Neroli,Lavender;Geranium;Tuberose,Myrrh;Sandalwood;Amber,Amber Gourmand,4.4,https://images.odora.it/perfumes/byredo-0190.jpg
Yves Saint Laurent,Noir Parfum 0191,MEN,1987,Ginger;Aldehydes;Pink Pepper,Ylang Ylang;Geranium;Rose,Incense;Sandalwood;Cashmeran,Aromatic Fougere,4.5,
Acqua di Parma,Noble Reserve 0192,UNISEX,1985,Lavender;Apple;Ginger,Ylang Ylang;Jasmine;Nutmeg,Vanilla;Vetiver;Praline,Woody Amber,3.7,
Parfums de Marly,Absolu Trail 0193,UNISEX,1987,Ginger;Apple;Grapefruit,Nutmeg;Cinnamon;Lavender,Myrrh;Oakmoss;Benzoin,Green Aromatic,4.4,
Initio,Noble Essence 0194,WOMEN,1993,Grapefruit;Aldehydes;Lavender,Patchouli;Cedar;Nutmeg,Musk;Tonka Bean;Praline,Floral Musk,4.5,
Mancera,Noble Spirit 0195,WOMEN,1983,Juniper Berries;Mandarin;Bergamot,Cinnamon;Lavender;Tuberose,Cashmeran;Benzoin;Myrrh,Floral Musk,4.0,https://images.odora.it/perfumes/mancera-0195.jpg
Montale,Opaline Essence 0196,MEN,2005,Cardamom;Fig Leaf;Lemon,Tuberose;Dates;Cinnamon,Vanilla;Cedarwood;Oud,Woody Spicy,3.9,
Nishane,Zenith Parfum 0197,MEN,2015,Mint;Saffron;Apple,Cedar;Orange Blossom;Geranium,Tonka Bean;Cashmeran;Amber,Green Aromatic,4.8,
Memo Paris,Velvet Parfum 0198,UNISEX,1980,Mint;Saffron;Ginger,Ylang Ylang;Coffee;Jasmine,Sandalwood;Oud;Benzoin,Amber Gourmand,3.5,
Frederic Malle,Amber Fusion 0199,UNISEX,2000,Apple;Juniper Berries;Lemon,Geranium;Rose;Coffee,Amber;Leather;Sandalwood,Woody Spicy,4.3,
Le Labo,Eclat Code 0200,WOMEN,2010,Aldehydes;Ginger;Mandarin,Fig;Tuberose;Iris,Tonka Bean;Amber;Musk,Fresh Citrus,4.2,https://images.odora.it/perfumes/le-labo-0200.jpg
Dior,Intense Edition 0201,UNISEX,2015,Juniper Berries;Cardamom;Saffron,Iris;Ylang Ylang;Violet,Vetiver;Incense;Vanilla,Fresh Citrus,3.7,
Chanel,Zenith Nectar 0202,UNISEX,1985,Pink Pepper;Juniper Berries;Fig Leaf,Geranium;Orange Blossom;Lavender,Amber;Incense;Oud,Fresh Citrus,4.6,
Xerjoff,Midnight Reserve 0203,WOMEN,2012,Neroli;Aldehydes;Grapefruit,Cinnamon;Tuberose;Orange Blossom,Musk;Leather;Vetiver,Woody Spicy,3.8,
Lattafa,Oud Eau de Parfum 0204,WOMEN,1985,Pink Pepper;Fig Leaf;Saffron,Geranium;Violet;Rose,Vetiver;Oud;Cedarwood,Citrus Aromatic,4.2,
Amouage,Zenith Essence 0205,UNISEX,2017,Fig Leaf;Neroli;Lemon,Coffee;Dates;Fig,Myrrh;Amber;Oakmoss,Woody Amber,4.1,https://images.odora.it/perfumes/amouage-0205.jpg
Tom Ford,Luminous Reserve 0206,WOMEN,2023,Fig Leaf;Aldehydes;Mint,Iris;Tuberose;Violet,Incense;Benzoin;Praline,Oriental Vanilla,4.8,
Guerlain,Eclat Essence 0207,WOMEN,1993,Fig Leaf;Bergamot;Mandarin,Violet;Nutmeg;Ylang Ylang,Vetiver;Praline;Oakmoss,Fresh Citrus,4.9,
Maison Francis Kurkdjian,Noir Eau de Parfum 0208,WOMEN,2016,Cardamom;Fig Leaf;Mint,Geranium;Cedar;Iris,Cashmeran;Myrrh;Sandalwood,Floral Woody Musk,4.0,
Diptyque,Noble Signature 0209,MEN,2006,Aldehydes;Mandarin;Grapefruit,Nutmeg;Cinnamon;Coffee,Amber;Vanilla;Cedarwood,Oriental Vanilla,4.4,
Byredo,Eclat Legend 0210,WOMEN,2016,Cardamom;Neroli;Mint,Dates;Iris;Ylang Ylang,Myrrh;Oakmoss;Tonka Bean,Citrus Aromatic,3.9,https://images.odora.it/perfumes/byredo-0210.jpg
Yves Saint Laurent,Intense Edition 0211,MEN,2005,Pink Pepper;Apple;Saffron,Cedar;Patchouli;Rose,Cashmeran;Vanilla;Musk,Citrus Aromatic,3.8,
Acqua di Parma,Solar Whisper 0212,UNISEX,2010,Mint;Lemon;Apple,Ylang Ylang;Coffee;Nutmeg,Cedarwood;Oud;Tonka Bean,Floral Musk,4.1,
Parfums de Marly,Opaline Eau de Parfum 0213,MEN,1988,Mint;Pink Pepper;Neroli,Jasmine;Rose;Cedar,Sandalwood;Cedarwood;Myrrh,Woody Amber,4.1,
Initio,Oud Legend 0214,MEN,1981,Lemon;Ginger;Grapefruit,Nutmeg;Cinnamon;Orange Blossom,Incense;Amber;Labdanum,Aromatic Fougere,4.2,
Mancera,Velvet Edition 0215,MEN,2022,Bergamot;Lavender;Pear,Lavender;Violet;Coffee,Cashmeran;Sandalwood;Amber,Floral Woody Musk,4.8,https://images.odora.it/perfumes/mancera-0215.jpg
Montale,Intense Eau de Parfum 0216,UNISEX,1983,Pink Pepper;Apple;Lavender,Orange Blossom;Tuberose;Patchouli,Oud;Cashmeran;Leather,Woody Amber,4.4,
Nishane,Opaline Code 0217,WOMEN,2005,Pink Pepper;Neroli;Fig Leaf,Patchouli;Cedar;Ylang Ylang,Cedarwood;Labdanum;Incense,Aromatic Fougere,4.0,
Memo Paris,Oud Essence 0218,UNISEX,2009,Bergamot;Apple;Aldehydes,Ylang Ylang;Geranium;Rose,Vetiver;Incense;Myrrh,Woody Spicy,4.6,
Frederic Malle,Noble Legend 0219,WOMEN,2006,Grapefruit;Ginger;Cardamom,Jasmine;Violet;Coffee,Vetiver;Leather;Myrrh,Aromatic Fougere,3.8,
Le Labo,Opaline Reserve 0220,UNISEX,1998,Pear;Cardamom;Mandarin,Cedar;Jasmine;Patchouli,Cashmeran;Amber;Sandalwood,Floral Woody Musk,4.3,https://images.odora.it/perfumes/le-labo-0220.jpg
Dior,Amber Eau de Parfum 0221,WOMEN,2021,Fig Leaf;Neroli;Juniper Berries,Iris;Lavender;Geranium,Sandalwood;Leather;Vanilla,Amber Gourmand,4.6,
Chanel,Intense Sillage 0222,WOMEN,1983,Ginger;Lemon;Saffron,Patchouli;Jasmine;Orange Blossom,Benzoin;Musk;Sandalwood,Aromatic Fougere,3.8,
Xerjoff,Saffron Bloom 0223,UNISEX,1987,Fig Leaf;Mandarin;Saffron,Iris;Cedar;Patchouli,Oud;Vanilla;Myrrh,Woody Amber,4.7,
Lattafa,Noble Nectar 0224,UNISEX,2000,Ginger;Mandarin;Pear,Ylang Ylang;Nutmeg;Orange Blossom,Oakmoss;Labdanum;Cashmeran,Fresh Citrus,4.5,
Amouage,Aura Bloom 0225,WOMEN,2009,Mandarin;Cardamom;Saffron,Lavender;Ylang Ylang;Coffee,Vanilla;Oakmoss;Oud,Fresh Citrus,3.9,https://images.odora.it/perfumes/amouage-0225.jpg
Tom Ford,Intense Pulse 0226,WOMEN,2000,Aldehydes;Lavender;Juniper Berries,Dates;Jasmine;Violet,Oud;Tonka Bean;Musk,Citrus Aromatic,3.8,
Guerlain,Opaline Reserve 0227,WOMEN,2024,Pink Pepper;Mint;Pear,Orange Blossom;Patchouli;Tuberose,Cashmeran;Musk;Benzoin,Fresh Citrus,3.9,
Maison Francis Kurkdjian,Silk Code 0228,UNISEX,1998,Grapefruit;Juniper Berries;Bergamot,Nutmeg;Cinnamon;Jasmine,Cedarwood;Tonka Bean;Leather,Citrus Aromatic,4.0,
Diptyque,Zenith Elixir 0229,WOMEN,1999,Pink Pepper;Lemon;Saffron,Orange Blossom;Lavender;Jasmine,Musk;Leather;Labdanum,Amber Gourmand,4.8,
Byredo,Intense Nectar 0230,WOMEN,1985,Bergamot;Ginger;Saffron,Tuberose;Cedar;Geranium,Labdanum;Oud;Amber,Oriental Vanilla,4.6,https://images.odora.it/perfumes/byredo-0230.jpg
Yves Saint Laurent,Intense Bloom 0231,WOMEN,2006,Juniper Berries;Pear;Pink Pepper,Orange Blossom;Rose;Geranium,Myrrh;Labdanum;Oakmoss,Citrus Aromatic,4.7,
Acqua di Parma,Noble Fusion 0232,UNISEX,2020,Grapefruit;Fig Leaf;Bergamot,Fig;Cinnamon;Nutmeg,Incense;Tonka Bean;Praline,Floral Musk,4.7,
Parfums de Marly,Eclat Edition 0233,UNISEX,1982,Mint;Grapefruit;Juniper Berries,Lavender;Orange Blossom;Geranium,Labdanum;Musk;Incense,Aromatic Fougere,4.6,
Initio,Silk Nectar 0234,WOMEN,1990,Pear;Lavender;Fig Leaf,Patchouli;Dates;Coffee,Labdanum;Vetiver;Oakmoss,Citrus Aromatic,4.8,
Mancera,Zenith Code 0235,WOMEN,1995,Neroli;Cardamom;Mandarin,Ylang Ylang;Geranium;Coffee,Amber;Oakmoss;Cedarwood,Floral Musk,4.3,https://images.odora.it/perfumes/mancera-0235.jpg
Montale,Luminous Parfum 0236,MEN,1989,Juniper Berries;Pink Pepper;Neroli,Cinnamon;Cedar;Jasmine,Vetiver;Incense;Cedarwood,Amber Gourmand,3.9,
Nishane,Amber Eau de Parfum 0237,MEN,2005,Apple;Mandarin;Pink Pepper,Ylang Ylang;Orange Blossom;Rose,Tonka Bean;Praline;Oud,Fresh Citrus,4.9,
Memo Paris,Noble Bloom 0238,UNISEX,1980,Apple;Grapefruit;Neroli,Cinnamon;Orange Blossom;Patchouli,Labdanum;Leather;Amber,Fresh Citrus,3.9,
Frederic Malle,Saffron Eau de Parfum 0239,MEN,2005,Grapefruit;Cardamom;Juniper Berries,Coffee;Fig;Tuberose,Incense;Cashmeran;Musk,Oriental Vanilla,3.9,
Le Labo,Amber Bloom 0240,MEN,2004,Mandarin;Bergamot;Apple,Orange Blossom;Nutmeg;Lavender,Cedarwood;Incense;Amber,Floral Woody Musk,4.2,https://images.odora.it/perfumes/le-labo-0240.jpg
Dior,Solar Spirit 0241,UNISEX,2007,Aldehydes;Mint;Juniper Berries,Rose;Patchouli;Jasmine,Benzoin;Vetiver;Leather,Amber Gourmand,4.8,
Chanel,Silk Veil 0242,UNISEX,2007,Cardamom;Juniper Berries;Pear,Violet;Cinnamon;Nutmeg,Oakmoss;Cashmeran;Vanilla,Amber Gourmand,3.5,
Xerjoff,Mystic Essence 0243,WOMEN,2006,Lavender;Neroli;Aldehydes,Iris;Geranium;Lavender,Musk;Oakmoss;Amber,Fresh Citrus,4.8,
Lattafa,Noble Legend 0244,WOMEN,1991,Lavender;Saffron;Apple,Violet;Cedar;Jasmine,Cashmeran;Oud;Vetiver,Floral Woody Musk,4.0,
Amouage,Solar Essence 0245,MEN,2021,Lemon;Aldehydes;Cardamom,Orange Blossom;Tuberose;Geranium,Oud;Praline;Musk,Woody Spicy,3.8,https://images.odora.it/perfumes/amouage-0245.jpg
Tom Ford,Saffron Nectar 0246,WOMEN,2005,Apple;Cardamom;Lavender,Cedar;Violet;Cinnamon,Incense;Vetiver;Cashmeran,Aromatic Fougere,4.2,
Guerlain,Aura Veil 0247,UNISEX,2002,Grapefruit;Lavender;Fig Leaf,Jasmine;Violet;Nutmeg,Musk;Amber;Cedarwood,Woody Spicy,4.7,
Maison Francis Kurkdjian,Noble Signature 0248,MEN,2019,Bergamot;Aldehydes;Lavender,Fig;Jasmine;Rose,Amber;Oakmoss;Cedarwood,Floral Musk,3.8,
Diptyque,Aura Nectar 0249,WOMEN,2001,Juniper Berries;Aldehydes;Cardamom,Orange Blossom;Coffee;Lavender,Oakmoss;Musk;Oud,Floral Musk,4.4,
Byredo,Midnight Elixir 0250,WOMEN,1985,Lavender;Aldehydes;Mint,Rose;Lavender;Nutmeg,Vanilla;Cashmeran;Leather,Woody Spicy,4.7,https://images.odora.it/perfumes/byredo-0250.jpg
Yves Saint Laurent,Opaline Essence 0251,UNISEX,2000,Lavender;Apple;Mint,Orange Blossom;Violet;Fig,Vanilla;Cedarwood;Oud,Floral Musk,4.7,
Acqua di Parma,Noble Parfum 0252,WOMEN,1987,Apple;Grapefruit;Mandarin,Rose;Tuberose;Dates,Musk;Oakmoss;Cedarwood,Aromatic Fougere,3.5,
Parfums de Marly,Aura Legend 0253,MEN,1980,Pear;Lemon;Juniper Berries,Fig;Dates;Jasmine,Musk;Labdanum;Cashmeran,Floral Woody Musk,4.3,
Initio,Mystic Edition 0254,MEN,2023,Neroli;Grapefruit;Aldehydes,Tuberose;Rose;Patchouli,Oakmoss;Leather;Praline,Floral Musk,4.7,
Mancera,Saffron Legend 0255,WOMEN,2023,Pear;Neroli;Apple,Patchouli;Ylang Ylang;Iris,Oakmoss;Praline;Sandalwood,Woody Amber,4.4,https://images.odora.it/perfumes/mancera-0255.jpg
Montale,Intense Trail 0256,MEN,2007,Saffron;Pear;Grapefruit,Tuberose;Coffee;Rose,Labdanum;Cashmeran;Cedarwood,Floral Woody Musk,3.5,
Nishane,Opaline Sillage 0257,MEN,2001,Aldehydes;Neroli;Ginger,Geranium;Nutmeg;Dates,Myrrh;Leather;Vetiver,Amber Gourmand,4.5,
Memo Paris,Zenith Veil 0258,MEN,1986,Fig Leaf;Ginger;Mint,Rose;Cinnamon;Jasmine,Musk;Amber;Cashmeran,Woody Spicy,4.8,
Frederic Malle,Velvet Bloom 0259,MEN,2002,Pink Pepper;Saffron;Mint,Fig;Jasmine;Patchouli,Sandalwood;Myrrh;Vetiver,Oriental Vanilla,4.4,
Le Labo,Midnight Fusion 0260,WOMEN,2017,Grapefruit;Lavender;Lemon,Fig;Nutmeg;Cedar,Praline;Myrrh;Labdanum,Citrus Aromatic,4.7,https://images.odora.it/perfumes/le-labo-0260.jpg
Dior,Intense Whisper 0261,WOMEN,2013,Mandarin;Cardamom;Pear,Coffee;Cedar;Orange Blossom,Labdanum;Incense;Sandalwood,Citrus Aromatic,3.7,
Chanel,Velvet Trail 0262,UNISEX,1999,Pink Pepper;Juniper Berries;Lemon,Dates;Coffee;Ylang Ylang,Praline;Sandalwood;Benzoin,Oriental Vanilla,3.9,
Xerjoff,Aura Legend 0263,MEN,1987,Mint;Lemon;Neroli,Orange Blossom;Fig;Jasmine,Vetiver;Leather;Myrrh,Citrus Aromatic,3.6,
Lattafa,Oud Whisper 0264,UNISEX,1998,Cardamom;Neroli;Lemon,Coffee;Jasmine;Cinnamon,Vanilla;Benzoin;Praline,Oriental Vanilla,4.0,
Amouage,Velvet Bloom 0265,UNISEX,2019,Lemon;Neroli;Lavender,Lavender;Cinnamon;Coffee,Vetiver;Oud;Myrrh,Floral Woody Musk,4.6,https://images.odora.it/perfumes/amouage-0265.jpg
Tom Ford,Intense Parfum 0266,UNISEX,2022,Mandarin;Cardamom;Saffron,Cinnamon;Jasmine;Fig,Vanilla;Praline;Incense,Citrus Aromatic,4.0,
Guerlain,Noir Eau de Parfum 0267,MEN,2007,Fig Leaf;Pink Pepper;Pear,Cinnamon;Geranium;Cedar,Benzoin;Labdanum;Vetiver,Green Aromatic,4.0,
Maison Francis Kurkdjian,Royal Signature 0268,WOMEN,1991,Ginger;Apple;Juniper Berries,Rose;Fig;Coffee,Labdanum;Cashmeran;Praline,Amber Gourmand,4.0,
Diptyque,Velvet Essence 0269,UNISEX,2010,Lavender;Mint;Pear,Dates;Ylang Ylang;Nutmeg,Tonka Bean;Amber;Benzoin,Green Aromatic,4.4,
Byredo,Midnight Spirit 0270,WOMEN,1992,Mandarin;Bergamot;Juniper Berries,Cinnamon;Jasmine;Tuberose,Praline;Incense;Benzoin,Floral Musk,4.4,https://images.odora.it/perfumes/byredo-0270.jpg
Yves Saint Laurent,Royal Elixir 0271,MEN,1981,Saffron;Aldehydes;Juniper Berries,Fig;Cedar;Lavender,Leather;Labdanum;Incense,Woody Amber,4.0,
Acqua di Parma,Velvet Pulse 0272,MEN,2000,Neroli;Mint;Ginger,Patchouli;Geranium;Fig,Tonka Bean;Vetiver;Oakmoss,Aromatic Fougere,4.1,
Parfums de Marly,Noble Spirit 0273,UNISEX,1980,Fig Leaf;Apple;Pear,Geranium;Orange Blossom;Nutmeg,Tonka Bean;Cashmeran;Musk,Amber Gourmand,3.9,
Initio,Zenith Edition 0274,UNISEX,1985,Bergamot;Mandarin;Mint,Lavender;Coffee;Cedar,Labdanum;Praline;Vanilla,Floral Woody Musk,4.9,
Mancera,Opaline Fusion 0275,MEN,1990,Grapefruit;Ginger;Bergamot,Violet;Dates;Cedar,Oakmoss;Leather;Tonka Bean,Amber Gourmand,4.2,https://images.odora.it/perfumes/mancera-0275.jpg
Montale,Eclat Parfum 0276,WOMEN,1990,Pink Pepper;Fig Leaf;Neroli,Violet;Ylang Ylang;Coffee,Labdanum;Vetiver;Benzoin,Citrus Aromatic,3.7,
Nishane,Amber Bloom 0277,WOMEN,2006,Grapefruit;Mint;Ginger,Rose;Ylang Ylang;Tuberose,Cashmeran;Incense;Cedarwood,Floral Woody Musk,3.8,
Memo Paris,Noir Pulse 0278,UNISEX,1990,Mandarin;Grapefruit;Fig Leaf,Fig;Violet;Dates,Vanilla;Sandalwood;Incense,Floral Musk,4.2,
Frederic Malle,Absolu Elixir 0279,UNISEX,2023,Aldehydes;Mandarin;Ginger,Coffee;Fig;Geranium,Tonka Bean;Cedarwood;Myrrh,Fresh Citrus,4.0,
Le Labo,Luminous Elixir 0280,WOMEN,2012,Aldehydes;Cardamom;Mint,Tuberose;Iris;Fig,Labdanum;Cashmeran;Incense,Floral Woody Musk,4.7,https://images.odora.it/perfumes/le-labo-0280.jpg
Dior,Noble Essence 0281,UNISEX,1980,Cardamom;Grapefruit;Pink Pepper,Cinnamon;Patchouli;Nutmeg,Amber;Leather;Cashmeran,Floral Woody Musk,4.8,
Chanel,Saffron Nectar 0282,MEN,1995,Aldehydes;Fig Leaf;Mandarin,Coffee;Rose;Dates,Cashmeran;Musk;Incense,Aromatic Fougere,4.5,
Xerjoff,Amber Elixir 0283,UNISEX,1982,Mint;Ginger;Fig Leaf,Jasmine;Geranium;Nutmeg,Musk;Cedarwood;Praline,Fresh Citrus,3.9,
Lattafa,Eclat Fusion 0284,MEN,2023,Grapefruit;Pear;Mandarin,Coffee;Violet;Dates,Amber;Benzoin;Vanilla,Amber Gourmand,4.1,
Amouage,Eclat Elixir 0285,UNISEX,2024,Aldehydes;Neroli;Lavender,Fig;Ylang Ylang;Rose,Cedarwood;Oud;Incense,Citrus Aromatic,4.8,https://images.odora.it/perfumes/amouage-0285.jpg
Tom Ford,Saffron Whisper 0286,WOMEN,1985,Pink Pepper;Lemon;Ginger,Lavender;Iris;Nutmeg,Incense;Tonka Bean;Praline,Oriental Vanilla,3.8,
Guerlain,Noir Signature 0287,MEN,1980,Ginger;Mint;Apple,Cedar;Violet;Dates,Amber;Benzoin;Cashmeran,Woody Spicy,3.8,
Maison Francis Kurkdjian,Saffron Fusion 0288,WOMEN,1991,Mint;Neroli;Saffron,Tuberose;Dates;Orange Blossom,Oud;Cedarwood;Tonka Bean,Woody Amber,3.9,
Diptyque,Midnight Spirit 0289,UNISEX,2008,Cardamom;Mint;Lemon,Geranium;Patchouli;Orange Blossom,Musk;Leather;Labdanum,Woody Spicy,4.5,
